lc	1	409.9	PASS	16 15687 4027	5
pi	1	205.4	PASS	10 1440 2196	4
lc	2	291.7	PASS	12 6481 3169	4
pi	2	169.2	PASS	4 990 2096	3
lc	3	245.7	PASS	9 5442 2764	4
pi	3	157.8	PASS	4 935 1959	4
